case_id,district,project_category,land_category,area_acres,owner_count,circle_rate_lakh_acre,awarded_compensation_cr,is_anomaly,anomaly_type
CMP-2284,Valsad,Railways,residential,42.55,7,42.69,43.799,0,NORMAL
CMP-2285,Gautam Buddha Nagar,Aviation,agricultural,41.05,5,96.61,81.661,0,NORMAL
CMP-2286,Ahmedabad,Water,agricultural,20.5,5,99.99,44.02,0,NORMAL
CMP-2287,Valsad,Energy,agricultural,34.72,6,37.43,23.571,0,NORMAL
CMP-2288,Valsad,Industrial,commercial,7.54,1,41.82,11.063,0,NORMAL
CMP-2289,Hooghly,Aviation,residential,39.12,1,47.7,39.847,0,NORMAL
CMP-2290,Palghar,Energy,agricultural,43.79,3,41.17,36.216,0,NORMAL
CMP-2291,Sonnagar,Water,residential,22.76,1,30.13,17.447,0,NORMAL
CMP-2292,Panna,Water,agricultural,40.16,7,25.49,20.061,0,NORMAL
CMP-2293,Panna,Highways,commercial,3.66,5,22.45,3.167,0,NORMAL
CMP-2294,Navsari,Water,agricultural,9.37,8,41.15,8.259,0,NORMAL
CMP-2295,Surat,Highways,commercial,9.43,5,72.81,29.521,0,NORMAL
CMP-2296,Panna,Energy,commercial,44.54,2,25.1,35.243,0,NORMAL
CMP-2297,Surat,Railways,commercial,26.97,7,71.58,75.861,0,NORMAL
CMP-2298,Gautam Buddha Nagar,Aviation,residential,10.25,2,114.38,31.957,0,NORMAL
CMP-2299,Panna,Industrial,residential,36.92,2,23.14,22.284,0,NORMAL
CMP-2300,Navsari,Highways,commercial,18.08,5,31.36,18.623,0,NORMAL
CMP-2301,Panna,Water,residential,26.72,7,15.27,10.721,0,NORMAL
CMP-2302,Navsari,Water,agricultural,31.4,5,28.87,17.093,0,NORMAL
CMP-2303,Navsari,Railways,agricultural,43.89,3,33.7,30.186,0,NORMAL
CMP-2304,Raigad,Industrial,residential,20.8,3,34.35,17.225,0,NORMAL
CMP-2305,Surat,Industrial,agricultural,35.88,8,54.08,38.132,0,NORMAL
CMP-2306,Surat,Railways,residential,35.53,5,75.14,65.781,0,NORMAL
CMP-2307,Panna,Aviation,residential,26.87,7,18.25,13.437,0,NORMAL
CMP-2308,Dankuni,Highways,residential,5.17,2,65.2,8.006,0,NORMAL
CMP-2309,Panna,Industrial,agricultural,28.36,4,18.4,10.427,0,NORMAL
CMP-2310,Navsari,Energy,residential,17.02,2,42.13,18.171,0,NORMAL
CMP-2311,Ahmedabad,Railways,commercial,43.2,6,55.1,74.51,0,NORMAL
CMP-2312,Ahmedabad,Industrial,commercial,5.36,1,88.1,16.128,0,NORMAL
CMP-2313,Palghar,Highways,agricultural,32.51,8,36.05,25.706,0,NORMAL
CMP-2314,Sonnagar,Highways,commercial,15.23,6,25.13,15.111,0,NORMAL
CMP-2315,Hooghly,Water,agricultural,38.75,1,39.78,33.065,0,NORMAL
CMP-2316,Navsari,Railways,commercial,25.42,5,41.54,33.773,0,NORMAL
CMP-2317,Navsari,Energy,residential,7.55,8,29.79,6.287,0,NORMAL
CMP-2318,Hooghly,Highways,residential,3.65,3,36.29,3.766,0,NORMAL
CMP-2319,Hooghly,Water,agricultural,9.92,8,33.2,9.321,1,OVER_VALUED
CMP-2320,Thane,Water,commercial,40.85,1,69.88,89.63,0,NORMAL
CMP-2321,Thane,Water,commercial,15.79,3,74.45,47.507,0,NORMAL
CMP-2322,Hooghly,Industrial,agricultural,30.22,1,51.49,35.094,0,NORMAL
CMP-2323,Panna,Railways,residential,33.41,8,28.28,20.87,0,NORMAL
CMP-2324,Dankuni,Aviation,residential,41.93,7,65.26,68.474,0,NORMAL
CMP-2325,Ahmedabad,Aviation,commercial,23.7,8,117.39,85.792,0,NORMAL
CMP-2326,Raigad,Highways,residential,38.13,5,64.43,61.072,0,NORMAL
CMP-2327,Panna,Industrial,residential,3.17,4,28.24,2.407,0,NORMAL
CMP-2328,Panna,Highways,residential,35.96,3,14.41,14.058,0,NORMAL
CMP-2329,Sonnagar,Energy,residential,16.0,8,27.78,10.94,0,NORMAL
CMP-2330,Hooghly,Railways,agricultural,8.87,8,48.64,9.635,0,NORMAL
CMP-2331,Dankuni,Highways,agricultural,38.59,8,52.21,41.99,0,NORMAL
CMP-2332,Surat,Industrial,commercial,18.73,1,68.21,49.373,0,NORMAL
CMP-2333,Hooghly,Water,commercial,38.85,6,59.4,71.187,0,NORMAL
CMP-2334,Dankuni,Industrial,commercial,22.6,6,56.02,42.599,0,NORMAL
CMP-2335,Dankuni,Water,commercial,23.99,8,42.29,78.055,1,OVER_VALUED
CMP-2336,Gautam Buddha Nagar,Industrial,residential,13.39,3,121.57,46.592,0,NORMAL
CMP-2337,Surat,Water,agricultural,12.01,7,48.84,10.986,0,NORMAL
CMP-2338,Ahmedabad,Aviation,agricultural,39.17,8,80.45,55.535,0,NORMAL
CMP-2339,Surat,Water,commercial,19.93,3,83.57,55.811,0,NORMAL
CMP-2340,Ahmedabad,Energy,commercial,35.7,7,86.41,100.724,0,NORMAL
CMP-2341,Surat,Aviation,commercial,27.69,1,83.99,83.145,0,NORMAL
CMP-2342,Palghar,Industrial,commercial,24.43,3,31.19,23.966,0,NORMAL
CMP-2343,Palghar,Industrial,agricultural,38.17,2,43.31,33.712,0,NORMAL
CMP-2344,Surat,Aviation,residential,40.77,1,57.37,61.018,0,NORMAL
CMP-2345,Ahmedabad,Energy,agricultural,28.41,2,72.84,40.151,0,NORMAL
CMP-2346,Dankuni,Energy,residential,12.76,2,54.74,18.517,0,NORMAL
CMP-2347,Hooghly,Highways,agricultural,6.37,2,59.05,7.603,0,NORMAL
CMP-2348,Gautam Buddha Nagar,Energy,residential,29.57,1,62.77,48.398,0,NORMAL
CMP-2349,Panna,Aviation,agricultural,16.73,2,21.81,6.995,0,NORMAL
CMP-2350,Palghar,Highways,commercial,17.62,3,44.05,24.057,0,NORMAL
CMP-2351,Hooghly,Energy,residential,9.81,2,36.76,8.766,0,NORMAL
CMP-2352,Palghar,Energy,commercial,44.44,5,47.97,112.507,1,OVER_VALUED
CMP-2353,Valsad,Highways,residential,44.05,6,29.66,29.227,0,NORMAL
CMP-2354,Valsad,Water,commercial,44.78,4,30.65,43.965,0,NORMAL
CMP-2355,Palghar,Aviation,commercial,6.33,8,25.01,5.063,0,NORMAL
CMP-2356,Panna,Aviation,commercial,27.28,3,17.54,17.747,0,NORMAL
CMP-2357,Gautam Buddha Nagar,Aviation,commercial,8.61,8,126.21,39.115,0,NORMAL
CMP-2358,Thane,Railways,commercial,5.3,8,97.27,17.105,0,NORMAL
CMP-2359,Ahmedabad,Energy,agricultural,26.88,2,84.31,44.185,0,NORMAL
CMP-2360,Dankuni,Highways,commercial,5.09,4,66.23,5.753,1,UNDER_VALUED
CMP-2361,Thane,Railways,residential,37.47,7,124.41,100.723,0,NORMAL
CMP-2362,Dankuni,Highways,agricultural,26.23,7,41.49,21.899,0,NORMAL
CMP-2363,Navsari,Water,agricultural,40.5,6,44.87,32.588,0,NORMAL
CMP-2364,Raigad,Industrial,commercial,17.35,4,45.49,26.706,0,NORMAL
CMP-2365,Hooghly,Energy,residential,14.47,1,52.72,17.709,0,NORMAL
CMP-2366,Dankuni,Highways,commercial,8.01,2,65.83,16.329,0,NORMAL
CMP-2367,Panna,Energy,agricultural,22.71,1,20.56,10.031,0,NORMAL
CMP-2368,Hooghly,Highways,residential,2.97,1,47.18,3.434,0,NORMAL
CMP-2369,Surat,Highways,commercial,7.47,1,70.88,17.77,0,NORMAL
CMP-2370,Valsad,Highways,residential,8.96,1,42.87,8.856,0,NORMAL
CMP-2371,Palghar,Aviation,agricultural,16.59,1,27.3,9.526,0,NORMAL
CMP-2372,Raigad,Highways,commercial,10.19,4,60.64,19.473,0,NORMAL
CMP-2373,Sonnagar,Industrial,commercial,19.71,8,28.92,19.65,0,NORMAL
CMP-2374,Sonnagar,Energy,commercial,17.24,7,24.03,13.471,0,NORMAL
CMP-2375,Dankuni,Industrial,commercial,9.91,1,64.78,21.631,0,NORMAL
CMP-2376,Ahmedabad,Industrial,agricultural,35.98,2,73.52,54.539,0,NORMAL
CMP-2377,Navsari,Railways,agricultural,14.64,1,45.77,13.613,0,NORMAL
CMP-2378,Raigad,Aviation,commercial,4.13,5,64.69,9.182,0,NORMAL
CMP-2379,Palghar,Industrial,residential,33.43,2,29.84,23.042,0,NORMAL
CMP-2380,Sonnagar,Railways,agricultural,7.36,5,25.33,3.773,0,NORMAL
CMP-2381,Raigad,Aviation,residential,9.6,5,46.91,10.064,0,NORMAL
CMP-2382,Palghar,Highways,residential,30.51,7,25.1,20.165,0,NORMAL
CMP-2383,Surat,Industrial,agricultural,43.63,6,65.62,53.36,0,NORMAL
CMP-2384,Navsari,Railways,commercial,23.76,1,50.08,43.635,0,NORMAL
CMP-2385,Panna,Aviation,agricultural,6.9,4,14.66,2.138,0,NORMAL
CMP-2386,Navsari,Industrial,commercial,33.09,3,29.62,29.556,0,NORMAL
CMP-2387,Hooghly,Energy,agricultural,10.32,5,55.25,11.949,0,NORMAL
CMP-2388,Raigad,Energy,agricultural,17.11,7,64.64,23.108,0,NORMAL
CMP-2389,Sonnagar,Railways,commercial,34.29,1,19.89,23.181,0,NORMAL
CMP-2390,Palghar,Industrial,commercial,35.06,3,46.46,54.359,0,NORMAL
CMP-2391,Raigad,Energy,residential,20.07,2,38.79,18.898,0,NORMAL
CMP-2392,Palghar,Railways,residential,28.93,6,49.44,31.465,0,NORMAL
CMP-2393,Ahmedabad,Highways,agricultural,30.26,4,55.69,37.471,0,NORMAL
CMP-2394,Navsari,Highways,agricultural,31.21,6,43.77,28.01,0,NORMAL
CMP-2395,Hooghly,Industrial,agricultural,27.43,1,59.57,32.739,0,NORMAL
CMP-2396,Palghar,Railways,agricultural,33.03,7,29.33,19.813,0,NORMAL
CMP-2397,Dankuni,Industrial,agricultural,2.08,4,62.43,2.463,0,NORMAL
CMP-2398,Thane,Aviation,residential,21.15,3,80.27,41.416,0,NORMAL
CMP-2399,Palghar,Energy,commercial,38.67,1,33.98,44.98,0,NORMAL
CMP-2400,Gautam Buddha Nagar,Water,residential,28.56,8,121.99,105.125,0,NORMAL
CMP-2401,Dankuni,Energy,commercial,42.27,2,38.02,56.993,0,NORMAL
CMP-2402,Palghar,Industrial,agricultural,9.61,3,31.54,6.737,0,NORMAL
CMP-2403,Thane,Industrial,commercial,35.01,4,136.25,129.362,0,NORMAL
CMP-2404,Raigad,Water,agricultural,34.62,7,56.47,34.258,0,NORMAL
CMP-2405,Dankuni,Industrial,residential,37.8,5,63.06,56.58,0,NORMAL
CMP-2406,Valsad,Energy,residential,26.47,2,43.18,26.279,0,NORMAL
CMP-2407,Surat,Aviation,agricultural,34.17,3,59.65,46.131,0,NORMAL
CMP-2408,Valsad,Energy,residential,11.3,7,36.31,10.157,0,NORMAL
CMP-2409,Ahmedabad,Railways,agricultural,39.24,1,86.68,72.226,0,NORMAL
CMP-2410,Surat,Energy,residential,7.96,4,61.61,12.902,0,NORMAL
CMP-2411,Gautam Buddha Nagar,Aviation,agricultural,26.96,7,113.6,53.052,0,NORMAL
CMP-2412,Hooghly,Railways,commercial,5.55,2,33.03,7.279,0,NORMAL
CMP-2413,Dankuni,Water,agricultural,17.22,2,43.13,14.448,0,NORMAL
CMP-2414,Panna,Industrial,agricultural,20.4,6,29.43,12.421,0,NORMAL
CMP-2415,Navsari,Highways,agricultural,40.02,8,49.55,36.314,0,NORMAL
CMP-2416,Surat,Highways,commercial,17.53,8,49.37,29.452,0,NORMAL
CMP-2417,Raigad,Energy,commercial,29.25,1,31.41,37.107,0,NORMAL
CMP-2418,Hooghly,Energy,agricultural,35.68,1,42.57,27.86,0,NORMAL
CMP-2419,Ahmedabad,Aviation,commercial,9.58,4,71.45,24.083,0,NORMAL
CMP-2420,Thane,Energy,agricultural,9.14,2,104.79,20.231,0,NORMAL
CMP-2421,Hooghly,Industrial,agricultural,30.19,3,41.57,25.101,0,NORMAL
CMP-2422,Navsari,Railways,residential,7.42,2,45.39,7.362,0,NORMAL
CMP-2423,Raigad,Aviation,agricultural,11.52,8,56.38,12.192,0,NORMAL
CMP-2424,Ahmedabad,Railways,commercial,25.1,3,85.29,63.99,0,NORMAL
CMP-2425,Valsad,Aviation,residential,10.11,4,40.99,11.797,0,NORMAL
CMP-2426,Surat,Aviation,agricultural,13.06,4,84.07,23.812,0,NORMAL
CMP-2427,Navsari,Highways,commercial,29.65,5,39.91,40.09,0,NORMAL
CMP-2428,Raigad,Energy,residential,20.81,1,34.28,14.219,0,NORMAL
CMP-2429,Ahmedabad,Aviation,commercial,36.87,1,91.29,128.498,0,NORMAL
CMP-2430,Raigad,Industrial,commercial,35.2,7,61.38,70.619,0,NORMAL
CMP-2431,Valsad,Aviation,commercial,20.26,4,24.68,14.244,0,NORMAL
CMP-2432,Gautam Buddha Nagar,Industrial,residential,8.16,8,116.15,20.992,0,NORMAL
CMP-2433,Dankuni,Energy,residential,18.75,6,54.85,26.737,0,NORMAL
CMP-2434,Gautam Buddha Nagar,Highways,residential,10.94,1,88.47,27.371,0,NORMAL
CMP-2435,Surat,Highways,commercial,40.63,7,65.48,101.733,0,NORMAL
CMP-2436,Surat,Highways,residential,33.86,4,74.81,63.893,0,NORMAL
CMP-2437,Palghar,Railways,residential,26.99,2,34.12,23.502,0,NORMAL
CMP-2438,Gautam Buddha Nagar,Water,residential,28.81,8,73.02,58.273,0,NORMAL
CMP-2439,Raigad,Aviation,residential,40.28,4,52.43,54.504,0,NORMAL
CMP-2440,Hooghly,Energy,agricultural,1.72,2,55.46,2.072,0,NORMAL
CMP-2441,Valsad,Energy,commercial,29.61,1,36.39,40.954,0,NORMAL
CMP-2442,Sonnagar,Railways,residential,6.42,5,26.07,4.379,0,NORMAL
CMP-2443,Hooghly,Aviation,commercial,39.83,4,44.48,61.979,0,NORMAL
CMP-2444,Thane,Energy,residential,9.16,6,134.72,36.874,0,NORMAL
CMP-2445,Dankuni,Railways,commercial,0.94,6,47.83,1.386,0,NORMAL
CMP-2446,Palghar,Energy,commercial,43.79,5,36.96,49.301,0,NORMAL
CMP-2447,Navsari,Railways,residential,4.46,3,37.52,4.198,0,NORMAL
CMP-2448,Dankuni,Industrial,agricultural,6.71,1,63.38,9.676,0,NORMAL
CMP-2449,Thane,Aviation,agricultural,1.48,1,77.34,2.04,0,NORMAL
CMP-2450,Navsari,Industrial,residential,36.63,2,30.42,27.565,0,NORMAL
CMP-2451,Valsad,Aviation,agricultural,30.97,1,47.96,31.015,0,NORMAL
CMP-2452,Valsad,Energy,commercial,14.35,6,37.49,17.935,0,NORMAL
CMP-2453,Raigad,Highways,commercial,12.31,8,39.65,17.876,0,NORMAL
CMP-2454,Sonnagar,Water,commercial,7.74,1,24.54,7.535,0,NORMAL
CMP-2455,Gautam Buddha Nagar,Aviation,residential,5.59,8,67.94,9.181,0,NORMAL
CMP-2456,Sonnagar,Industrial,commercial,35.63,4,20.82,26.753,0,NORMAL
CMP-2457,Thane,Industrial,residential,10.06,8,65.17,16.978,0,NORMAL
CMP-2458,Palghar,Railways,commercial,32.81,1,45.96,47.19,0,NORMAL
CMP-2459,Panna,Railways,commercial,44.79,7,17.52,27.712,0,NORMAL
CMP-2460,Gautam Buddha Nagar,Railways,residential,40.51,6,110.73,101.98,0,NORMAL
CMP-2461,Hooghly,Water,commercial,11.86,5,39.53,17.428,0,NORMAL
CMP-2462,Raigad,Water,commercial,16.57,7,30.77,19.478,0,NORMAL
CMP-2463,Sonnagar,Water,commercial,2.82,8,32.78,6.821,1,OVER_VALUED
CMP-2464,Raigad,Water,commercial,22.84,5,53.49,38.599,0,NORMAL
CMP-2465,Dankuni,Water,agricultural,43.45,4,64.54,51.879,0,NORMAL
CMP-2466,Ahmedabad,Aviation,agricultural,39.45,6,97.65,75.814,0,NORMAL
CMP-2467,Dankuni,Railways,residential,21.21,4,40.69,24.623,0,NORMAL
CMP-2468,Thane,Energy,agricultural,26.7,7,102.88,52.887,0,NORMAL
CMP-2469,Valsad,Water,agricultural,8.99,4,38.86,7.878,0,NORMAL
CMP-2470,Ahmedabad,Railways,residential,14.98,1,109.37,44.006,0,NORMAL
CMP-2471,Raigad,Water,commercial,8.08,2,55.09,14.05,0,NORMAL
CMP-2472,Panna,Industrial,residential,21.95,1,17.04,9.226,0,NORMAL
CMP-2473,Hooghly,Aviation,commercial,21.13,5,58.75,43.608,0,NORMAL
CMP-2474,Hooghly,Industrial,residential,20.72,2,32.37,18.578,0,NORMAL
CMP-2475,Thane,Aviation,commercial,35.2,2,80.33,106.903,0,NORMAL
CMP-2476,Thane,Highways,agricultural,29.93,4,67.16,38.313,0,NORMAL
CMP-2477,Palghar,Water,commercial,9.09,6,48.75,15.591,0,NORMAL
CMP-2478,Dankuni,Railways,agricultural,22.62,1,67.01,27.612,0,NORMAL
CMP-2479,Surat,Railways,agricultural,32.25,1,83.8,63.697,0,NORMAL
CMP-2480,Dankuni,Aviation,agricultural,4.56,1,35.25,3.23,0,NORMAL
CMP-2481,Surat,Industrial,commercial,14.35,8,65.5,33.71,0,NORMAL
CMP-2482,Navsari,Aviation,residential,10.35,1,38.32,8.859,0,NORMAL
CMP-2483,Ahmedabad,Railways,residential,23.38,7,55.75,37.605,0,NORMAL
CMP-2484,Navsari,Industrial,agricultural,33.83,5,51.1,31.356,0,NORMAL
CMP-2485,Palghar,Water,agricultural,42.6,4,33.96,27.27,0,NORMAL
CMP-2486,Thane,Industrial,residential,19.24,1,104.71,49.282,0,NORMAL
CMP-2487,Palghar,Water,agricultural,44.15,8,27.88,23.65,0,NORMAL
CMP-2488,Valsad,Energy,agricultural,32.17,5,34.95,20.506,0,NORMAL
CMP-2489,Raigad,Water,agricultural,14.54,1,54.91,15.625,0,NORMAL
CMP-2490,Thane,Energy,agricultural,15.12,4,101.07,56.12,1,OVER_VALUED
CMP-2491,Hooghly,Industrial,agricultural,24.27,6,47.7,23.956,0,NORMAL
CMP-2492,Raigad,Aviation,residential,3.22,4,44.26,3.997,0,NORMAL
CMP-2493,Valsad,Industrial,commercial,6.52,2,23.74,4.708,0,NORMAL
CMP-2494,Sonnagar,Aviation,commercial,35.18,2,19.05,21.464,0,NORMAL
CMP-2495,Surat,Highways,agricultural,14.21,3,50.45,13.57,0,NORMAL
CMP-2496,Panna,Aviation,agricultural,24.79,2,20.21,10.792,0,NORMAL
CMP-2497,Palghar,Aviation,commercial,7.97,1,30.99,7.868,0,NORMAL
CMP-2498,Palghar,Energy,residential,5.97,2,42.47,7.157,0,NORMAL
CMP-2499,Hooghly,Energy,commercial,15.0,4,53.39,29.313,0,NORMAL
CMP-2500,Thane,Energy,commercial,2.4,5,118.82,9.339,0,NORMAL
CMP-2501,Panna,Aviation,commercial,9.77,5,16.14,5.008,0,NORMAL
CMP-2502,Surat,Aviation,commercial,40.19,4,62.84,39.795,1,UNDER_VALUED
CMP-2503,Palghar,Industrial,agricultural,2.77,4,34.97,2.008,0,NORMAL
CMP-2504,Panna,Aviation,residential,14.91,3,29.73,12.102,0,NORMAL
CMP-2505,Thane,Industrial,agricultural,9.15,6,77.19,13.439,0,NORMAL
CMP-2506,Navsari,Highways,commercial,42.32,3,36.28,53.64,0,NORMAL
CMP-2507,Panna,Water,residential,23.86,1,29.28,16.714,0,NORMAL
CMP-2508,Palghar,Industrial,commercial,37.91,4,45.17,59.116,0,NORMAL
CMP-2509,Surat,Highways,residential,10.07,6,45.27,9.21,0,NORMAL
CMP-2510,Ahmedabad,Energy,commercial,31.16,3,90.35,95.188,0,NORMAL
CMP-2511,Valsad,Highways,agricultural,5.9,5,25.25,2.881,0,NORMAL
CMP-2512,Palghar,Industrial,agricultural,37.12,2,35.64,28.883,0,NORMAL
CMP-2513,Valsad,Railways,agricultural,21.34,6,35.08,15.407,0,NORMAL
CMP-2514,Sonnagar,Railways,agricultural,16.14,2,29.15,8.892,0,NORMAL
CMP-2515,Gautam Buddha Nagar,Highways,agricultural,14.0,1,124.71,35.325,0,NORMAL
CMP-2516,Ahmedabad,Aviation,residential,36.21,8,111.19,104.912,0,NORMAL
CMP-2517,Thane,Railways,commercial,22.68,1,80.66,66.067,0,NORMAL
CMP-2518,Ahmedabad,Aviation,commercial,14.43,1,60.64,28.383,0,NORMAL
CMP-2519,Navsari,Railways,commercial,44.68,2,48.89,99.676,0,NORMAL
CMP-2520,Navsari,Energy,commercial,31.94,2,32.94,44.844,0,NORMAL
CMP-2521,Raigad,Railways,agricultural,7.24,3,54.83,8.168,0,NORMAL
CMP-2522,Dankuni,Aviation,residential,20.56,7,36.4,19.545,0,NORMAL
CMP-2523,Ahmedabad,Energy,agricultural,40.8,8,106.38,75.349,0,NORMAL
CMP-2524,Gautam Buddha Nagar,Aviation,residential,3.04,6,112.98,9.134,0,NORMAL
CMP-2525,Palghar,Railways,commercial,25.58,1,40.59,34.462,0,NORMAL
CMP-2526,Sonnagar,Railways,agricultural,43.48,3,35.74,26.376,0,NORMAL
CMP-2527,Gautam Buddha Nagar,Energy,agricultural,30.17,5,110.37,64.486,0,NORMAL
CMP-2528,Panna,Railways,residential,17.33,6,28.99,14.616,0,NORMAL
CMP-2529,Surat,Aviation,agricultural,2.52,2,81.86,3.701,0,NORMAL
CMP-2530,Ahmedabad,Highways,commercial,15.85,7,69.0,45.038,0,NORMAL
CMP-2531,Dankuni,Energy,agricultural,44.24,8,48.32,51.342,0,NORMAL
CMP-2532,Valsad,Water,commercial,31.75,1,47.75,48.091,0,NORMAL
CMP-2533,Palghar,Industrial,residential,0.98,6,27.36,0.787,0,NORMAL
CMP-2534,Panna,Water,residential,23.47,8,27.57,17.208,0,NORMAL
CMP-2535,Navsari,Energy,agricultural,15.87,7,42.85,14.42,0,NORMAL
CMP-2536,Dankuni,Railways,agricultural,18.19,5,37.29,14.326,0,NORMAL
CMP-2537,Ahmedabad,Water,residential,29.91,7,63.76,40.536,0,NORMAL
CMP-2538,Navsari,Industrial,agricultural,15.24,6,45.6,13.447,0,NORMAL
CMP-2539,Valsad,Aviation,commercial,27.58,6,31.4,30.819,0,NORMAL
CMP-2540,Valsad,Aviation,commercial,40.21,3,25.37,38.792,0,NORMAL
CMP-2541,Thane,Energy,commercial,20.56,7,81.32,54.723,0,NORMAL
CMP-2542,Valsad,Railways,agricultural,44.93,1,31.85,58.887,1,OVER_VALUED
CMP-2543,Valsad,Water,commercial,41.96,3,43.08,56.319,0,NORMAL
CMP-2544,Raigad,Energy,agricultural,24.48,7,55.52,24.151,0,NORMAL
CMP-2545,Raigad,Highways,commercial,9.16,1,63.14,21.433,0,NORMAL
CMP-2546,Raigad,Energy,agricultural,42.13,5,40.62,33.591,0,NORMAL
CMP-2547,Panna,Energy,agricultural,19.84,8,14.16,5.292,0,NORMAL
CMP-2548,Surat,Highways,agricultural,6.94,2,72.25,10.279,0,NORMAL
CMP-2549,Valsad,Highways,residential,4.49,3,25.85,1.203,1,UNDER_VALUED
CMP-2550,Navsari,Highways,commercial,20.98,2,44.62,34.027,0,NORMAL
CMP-2551,Panna,Energy,agricultural,6.02,2,26.85,3.446,0,NORMAL
CMP-2552,Valsad,Railways,agricultural,38.62,7,44.26,35.492,0,NORMAL
CMP-2553,Surat,Energy,agricultural,10.37,3,63.6,14.589,0,NORMAL
CMP-2554,Thane,Aviation,residential,34.4,1,108.13,84.207,0,NORMAL
CMP-2555,Surat,Industrial,commercial,23.1,8,61.83,47.297,0,NORMAL
CMP-2556,Navsari,Energy,agricultural,24.65,6,29.47,15.123,0,NORMAL
CMP-2557,Raigad,Highways,residential,24.6,8,47.13,26.365,0,NORMAL
CMP-2558,Surat,Energy,agricultural,8.61,5,73.15,11.416,0,NORMAL
CMP-2559,Gautam Buddha Nagar,Energy,commercial,2.6,1,109.34,11.464,0,NORMAL
CMP-2560,Sonnagar,Highways,commercial,44.8,8,35.82,61.1,0,NORMAL
CMP-2561,Navsari,Railways,commercial,29.79,2,33.41,32.945,0,NORMAL
CMP-2562,Hooghly,Aviation,agricultural,32.3,5,32.22,7.047,1,UNDER_VALUED
CMP-2563,Raigad,Aviation,agricultural,2.05,7,44.47,1.847,0,NORMAL
CMP-2564,Navsari,Water,commercial,3.59,1,49.4,6.364,0,NORMAL
CMP-2565,Palghar,Railways,residential,1.71,8,48.26,1.854,0,NORMAL
CMP-2566,Ahmedabad,Aviation,residential,36.38,5,66.11,57.744,0,NORMAL
CMP-2567,Navsari,Highways,residential,31.43,7,36.79,28.239,0,NORMAL
CMP-2568,Hooghly,Industrial,residential,31.34,2,49.51,72.794,1,OVER_VALUED
CMP-2569,Gautam Buddha Nagar,Energy,commercial,6.53,6,92.89,20.619,0,NORMAL
CMP-2570,Gautam Buddha Nagar,Aviation,residential,28.34,6,65.16,44.544,0,NORMAL
CMP-2571,Hooghly,Railways,agricultural,28.1,4,55.52,34.94,0,NORMAL
CMP-2572,Ahmedabad,Industrial,agricultural,16.65,5,106.16,34.625,0,NORMAL
CMP-2573,Raigad,Water,agricultural,24.56,8,37.97,18.042,0,NORMAL
CMP-2574,Sonnagar,Industrial,commercial,35.14,3,27.21,35.848,0,NORMAL
CMP-2575,Dankuni,Industrial,residential,16.17,5,66.05,28.657,0,NORMAL
CMP-2576,Raigad,Industrial,commercial,5.27,4,56.97,9.192,0,NORMAL
CMP-2577,Valsad,Highways,residential,31.64,1,41.33,36.41,0,NORMAL
CMP-2578,Hooghly,Railways,residential,25.62,8,39.25,27.504,0,NORMAL
CMP-2579,Raigad,Highways,agricultural,36.35,6,35.07,23.913,0,NORMAL
CMP-2580,Thane,Water,agricultural,44.92,3,89.86,83.212,0,NORMAL
CMP-2581,Hooghly,Railways,agricultural,39.55,2,47.08,35.649,0,NORMAL
CMP-2582,Valsad,Energy,commercial,30.0,8,24.96,28.295,0,NORMAL
CMP-2583,Palghar,Energy,commercial,33.11,8,47.43,56.171,0,NORMAL
CMP-2584,Dankuni,Industrial,commercial,39.05,3,51.39,57.915,0,NORMAL
CMP-2585,Dankuni,Aviation,residential,26.28,8,45.92,32.28,0,NORMAL
CMP-2586,Panna,Water,agricultural,28.79,1,22.33,12.371,0,NORMAL
CMP-2587,Thane,Water,commercial,38.15,2,91.1,108.018,0,NORMAL
CMP-2588,Raigad,Water,residential,21.47,5,56.67,55.017,1,OVER_VALUED
CMP-2589,Sonnagar,Industrial,commercial,3.59,3,32.97,4.808,0,NORMAL
CMP-2590,Navsari,Energy,residential,23.89,4,45.41,27.116,0,NORMAL
CMP-2591,Valsad,Highways,commercial,31.87,4,23.73,23.419,0,NORMAL
CMP-2592,Raigad,Aviation,commercial,5.59,3,63.75,11.875,0,NORMAL
CMP-2593,Thane,Energy,agricultural,20.86,8,137.05,57.557,0,NORMAL
CMP-2594,Panna,Energy,commercial,24.12,4,27.12,24.985,0,NORMAL
CMP-2595,Navsari,Industrial,residential,19.82,8,50.69,22.641,0,NORMAL
CMP-2596,Raigad,Energy,commercial,15.58,3,42.93,23.6,0,NORMAL
CMP-2597,Palghar,Railways,residential,20.03,5,38.38,20.908,0,NORMAL
CMP-2598,Panna,Industrial,commercial,40.52,5,14.32,19.643,0,NORMAL
CMP-2599,Thane,Highways,residential,9.28,1,95.89,20.067,0,NORMAL
CMP-2600,Thane,Water,residential,41.73,4,85.61,95.02,0,NORMAL
CMP-2601,Thane,Energy,commercial,27.44,5,120.65,97.436,0,NORMAL
CMP-2602,Surat,Industrial,commercial,9.18,4,46.76,15.923,0,NORMAL
CMP-2603,Sonnagar,Water,residential,18.78,7,24.93,12.588,0,NORMAL
CMP-2604,Surat,Highways,commercial,32.46,5,75.32,75.791,0,NORMAL
CMP-2605,Surat,Aviation,commercial,11.96,5,51.41,23.955,0,NORMAL
CMP-2606,Thane,Water,residential,2.01,2,124.42,7.563,0,NORMAL
