stage_duration_days,district,project_category,objection_count,has_dispute,land_category,area_acres,owner_count,distance_from_hq_km,is_delayed,days_to_next_stage
127,Sonnagar,Energy,1,0,residential,63.01,2,40.7,0,107.1
184,Surat,Railways,0,0,residential,76.05,4,94.7,1,75.0
192,Thane,Highways,3,0,residential,49.29,2,91.2,0,135.3
291,Palghar,Water,0,0,commercial,41.59,3,49.8,0,128.7
179,Navsari,Aviation,3,0,agricultural,13.81,13,52.0,1,171.1
232,Dankuni,Aviation,0,0,agricultural,66.39,12,74.1,0,122.6
27,Sonnagar,Aviation,0,0,agricultural,7.46,1,18.6,0,50.1
213,Surat,Energy,0,0,commercial,25.65,4,64.6,0,101.9
38,Gautam Buddha Nagar,Highways,0,0,residential,74.28,1,29.0,0,50.1
217,Navsari,Water,0,0,commercial,12.93,2,14.7,0,116.8
88,Panna,Energy,3,0,residential,77.25,3,91.0,0,141.0
17,Raigad,Highways,0,0,agricultural,44.03,2,30.3,0,19.9
277,Valsad,Railways,4,1,commercial,18.05,3,20.1,1,304.3
296,Thane,Industrial,3,1,commercial,20.43,2,69.5,1,266.5
135,Raigad,Aviation,3,1,residential,72.06,3,47.2,1,272.4
201,Sonnagar,Industrial,4,0,agricultural,13.91,6,24.9,1,195.9
83,Ahmedabad,Energy,0,0,commercial,38.66,4,35.4,0,101.6
56,Raigad,Aviation,3,0,residential,11.63,2,26.5,0,95.9
30,Palghar,Highways,1,0,residential,61.65,2,86.3,0,77.0
91,Panna,Water,0,0,residential,61.89,3,14.5,0,88.0
137,Valsad,Industrial,2,0,agricultural,49.32,3,72.4,0,132.7
89,Gautam Buddha Nagar,Industrial,1,0,residential,29.02,2,72.8,0,99.9
120,Surat,Highways,2,0,residential,31.35,4,84.0,0,123.0
155,Palghar,Aviation,0,0,residential,43.78,2,37.0,0,109.8
207,Palghar,Industrial,0,0,commercial,32.76,3,47.3,0,108.1
99,Panna,Railways,10,1,commercial,51.66,2,16.0,1,332.8
227,Palghar,Aviation,2,0,agricultural,38.78,8,46.5,0,146.2
37,Ahmedabad,Highways,4,1,agricultural,11.21,9,5.6,1,230.6
222,Navsari,Railways,1,0,residential,1.98,3,90.1,0,135.8
127,Hooghly,Water,1,0,agricultural,63.67,14,73.4,0,136.2
190,Raigad,Aviation,1,0,residential,5.97,4,37.8,0,116.5
91,Panna,Aviation,0,0,commercial,72.18,5,5.6,0,78.3
81,Palghar,Highways,1,0,commercial,0.6,6,62.4,0,84.1
234,Thane,Aviation,9,1,residential,63.27,4,34.6,1,308.8
232,Sonnagar,Industrial,9,1,agricultural,61.39,14,9.8,1,366.5
18,Navsari,Railways,0,0,agricultural,1.07,11,21.1,0,56.0
144,Palghar,Railways,10,1,commercial,34.17,3,58.9,1,319.2
300,Surat,Water,0,0,residential,44.62,3,93.9,0,118.8
75,Ahmedabad,Aviation,0,0,agricultural,56.1,3,11.3,0,80.0
41,Panna,Industrial,2,1,residential,64.45,2,45.9,0,202.5
55,Navsari,Railways,2,0,commercial,74.49,4,59.1,0,113.8
268,Gautam Buddha Nagar,Highways,0,0,agricultural,52.72,13,50.2,0,193.2
133,Panna,Industrial,1,0,residential,29.1,1,92.7,0,100.9
217,Ahmedabad,Energy,0,0,residential,1.72,1,87.5,0,79.6
192,Panna,Industrial,0,0,commercial,48.71,2,44.3,0,105.5
69,Raigad,Water,1,0,residential,27.53,1,76.7,0,66.9
241,Gautam Buddha Nagar,Energy,1,0,residential,61.71,3,91.4,0,145.5
74,Gautam Buddha Nagar,Highways,8,1,commercial,50.88,2,65.0,1,297.4
19,Valsad,Industrial,0,0,residential,23.34,4,64.7,0,51.6
196,Raigad,Water,6,1,commercial,15.03,6,65.5,1,276.7
138,Surat,Railways,0,0,residential,16.62,2,79.8,0,102.7
267,Palghar,Highways,2,0,residential,43.55,1,80.9,0,159.0
108,Gautam Buddha Nagar,Energy,3,0,commercial,22.78,2,71.8,0,134.0
31,Ahmedabad,Water,0,0,residential,55.06,2,44.5,0,81.7
21,Valsad,Aviation,0,0,agricultural,8.51,6,59.0,0,82.3
190,Surat,Energy,1,0,commercial,17.24,6,72.0,0,134.1
82,Hooghly,Railways,1,0,residential,65.23,3,76.8,0,90.0
91,Surat,Railways,0,0,residential,34.01,2,94.6,0,55.7
168,Sonnagar,Energy,2,1,commercial,32.17,6,17.2,1,253.3
186,Dankuni,Highways,7,1,commercial,45.05,3,34.0,1,307.8
290,Dankuni,Industrial,6,1,agricultural,28.73,11,49.5,1,315.1
161,Palghar,Water,4,0,residential,69.53,3,41.2,0,156.7
190,Palghar,Highways,7,1,agricultural,52.41,12,26.9,1,323.2
281,Hooghly,Energy,0,0,residential,15.12,1,13.6,0,123.4
55,Sonnagar,Aviation,8,1,residential,8.69,1,89.1,1,257.7
68,Ahmedabad,Industrial,4,1,agricultural,7.2,7,30.8,1,247.1
284,Dankuni,Railways,0,0,agricultural,53.25,14,87.1,1,156.1
242,Panna,Energy,10,1,residential,14.57,4,60.7,1,322.8
288,Panna,Aviation,0,0,residential,43.4,1,43.1,0,133.3
282,Navsari,Highways,2,0,agricultural,27.84,8,51.8,0,150.3
235,Hooghly,Energy,1,0,agricultural,63.84,9,36.7,0,172.9
214,Ahmedabad,Railways,0,0,agricultural,6.8,11,24.3,1,85.4
160,Sonnagar,Aviation,1,0,commercial,21.87,2,81.4,0,114.3
246,Dankuni,Water,9,1,residential,15.43,1,16.1,1,318.5
79,Palghar,Energy,2,0,commercial,19.01,2,3.4,0,112.8
31,Hooghly,Energy,2,0,commercial,76.16,1,26.8,0,115.8
210,Raigad,Railways,0,0,commercial,61.57,2,37.8,1,112.0
63,Thane,Railways,4,0,commercial,38.09,6,91.4,1,137.9
296,Sonnagar,Highways,0,0,residential,51.26,2,35.5,0,140.1
237,Palghar,Railways,0,0,residential,22.45,1,38.8,0,149.1
94,Gautam Buddha Nagar,Aviation,0,0,commercial,13.04,1,65.8,0,102.6
197,Dankuni,Highways,2,0,agricultural,63.42,3,47.4,0,166.1
113,Dankuni,Energy,8,1,commercial,28.97,2,25.3,1,289.8
265,Panna,Energy,4,1,residential,43.72,3,70.1,1,315.8
286,Panna,Railways,6,1,agricultural,65.64,9,36.1,1,341.4
24,Ahmedabad,Aviation,0,0,agricultural,49.81,6,69.1,0,58.1
269,Ahmedabad,Railways,0,0,residential,23.01,4,61.6,1,134.5
106,Palghar,Highways,0,0,agricultural,39.09,2,5.0,0,65.3
146,Hooghly,Industrial,5,1,residential,48.67,1,3.2,1,247.0
46,Palghar,Water,2,0,residential,71.29,3,75.9,0,119.4
51,Panna,Highways,0,0,residential,17.66,1,11.4,0,70.9
142,Surat,Industrial,3,0,residential,44.89,4,71.4,0,119.0
233,Dankuni,Water,0,0,residential,14.84,4,48.9,0,89.6
176,Gautam Buddha Nagar,Water,4,0,commercial,67.67,4,73.1,0,187.3
294,Gautam Buddha Nagar,Railways,10,1,residential,74.13,3,35.5,1,387.1
160,Thane,Aviation,1,0,agricultural,79.48,5,2.6,0,133.1
156,Valsad,Highways,1,0,residential,45.87,2,10.8,0,111.9
142,Navsari,Energy,6,1,residential,7.81,4,54.9,1,271.7
264,Valsad,Water,1,0,agricultural,46.31,2,57.4,0,164.2
43,Gautam Buddha Nagar,Water,0,0,agricultural,70.44,7,40.7,0,66.6
20,Surat,Aviation,1,0,residential,4.8,1,31.7,0,49.1
40,Sonnagar,Railways,4,0,agricultural,77.7,13,57.3,0,176.2
82,Navsari,Water,1,0,agricultural,59.75,9,39.1,0,131.7
261,Sonnagar,Railways,1,0,agricultural,52.35,4,54.2,1,144.8
235,Surat,Highways,3,0,commercial,7.62,6,40.5,1,166.6
27,Valsad,Industrial,0,0,residential,28.3,4,60.0,0,77.0
206,Surat,Railways,3,1,residential,9.43,1,24.6,1,227.8
71,Navsari,Highways,1,0,commercial,26.88,6,52.0,0,115.5
87,Navsari,Industrial,1,0,commercial,30.44,6,51.0,0,106.3
153,Surat,Aviation,2,1,residential,5.79,3,63.7,1,206.2
212,Palghar,Highways,8,1,commercial,40.93,6,11.3,1,359.5
116,Panna,Highways,1,0,agricultural,74.14,1,5.7,0,100.0
95,Hooghly,Water,7,1,residential,28.75,3,24.0,1,266.9
213,Thane,Aviation,2,0,commercial,2.84,5,90.3,0,148.2
59,Ahmedabad,Aviation,1,0,agricultural,54.4,14,60.2,0,143.7
183,Raigad,Water,0,0,commercial,52.37,5,52.3,1,80.1
283,Navsari,Aviation,0,0,residential,72.77,2,63.0,0,132.7
75,Palghar,Industrial,4,1,residential,58.3,3,83.9,1,250.1
155,Hooghly,Aviation,5,1,residential,8.99,2,4.4,1,247.1
133,Gautam Buddha Nagar,Industrial,0,0,residential,2.57,1,66.0,0,70.9
206,Gautam Buddha Nagar,Water,8,1,residential,39.57,2,17.2,1,328.6
128,Thane,Energy,4,0,commercial,60.74,1,18.5,1,144.4
181,Gautam Buddha Nagar,Water,3,0,residential,34.49,1,58.5,1,111.9
289,Ahmedabad,Industrial,3,0,residential,63.06,1,44.0,0,171.3
217,Surat,Industrial,0,0,residential,31.3,1,19.7,0,114.1
231,Navsari,Water,3,0,agricultural,55.35,3,45.1,0,159.2
294,Panna,Highways,8,1,agricultural,26.22,1,18.6,1,308.2
143,Surat,Water,1,0,agricultural,57.06,3,68.8,0,120.3
58,Hooghly,Aviation,0,0,commercial,63.39,5,58.9,0,106.6
91,Thane,Railways,4,1,commercial,14.72,6,6.8,1,264.9
107,Hooghly,Energy,4,1,residential,76.85,1,59.9,1,268.9
267,Hooghly,Industrial,9,1,agricultural,36.57,8,9.4,1,349.4
300,Panna,Energy,0,0,residential,15.19,1,62.8,0,122.6
167,Dankuni,Industrial,0,0,residential,9.16,2,17.0,0,108.3
105,Sonnagar,Industrial,2,0,residential,29.13,1,10.7,0,117.8
296,Ahmedabad,Highways,9,1,commercial,11.2,6,81.9,1,363.8
44,Surat,Aviation,10,1,agricultural,78.98,8,69.3,1,311.2
177,Sonnagar,Energy,7,1,commercial,74.2,5,54.3,1,312.3
134,Hooghly,Railways,4,0,residential,0.63,1,45.2,0,99.1
226,Surat,Industrial,7,1,commercial,45.05,6,21.7,1,298.2
168,Navsari,Highways,0,0,commercial,0.99,6,33.0,0,107.6
184,Thane,Railways,3,0,agricultural,38.59,8,76.1,1,148.1
186,Dankuni,Water,2,0,residential,74.26,1,79.7,0,167.2
24,Valsad,Industrial,7,1,residential,64.06,3,8.2,1,293.9
288,Valsad,Water,1,0,residential,31.47,1,82.4,0,105.0
154,Valsad,Aviation,1,0,agricultural,19.39,8,79.1,0,140.0
34,Raigad,Highways,3,0,commercial,35.78,1,76.3,0,95.5
283,Valsad,Water,0,0,residential,61.67,1,78.5,1,118.6
33,Raigad,Railways,2,0,residential,42.03,1,30.9,0,98.1
38,Palghar,Energy,6,1,commercial,2.29,3,61.4,1,244.6
178,Navsari,Energy,1,0,residential,22.18,2,27.4,0,107.8
292,Panna,Highways,0,0,agricultural,11.75,12,76.8,0,144.7
291,Navsari,Industrial,0,0,commercial,37.92,6,6.7,0,144.0
243,Ahmedabad,Railways,0,0,residential,65.49,1,92.6,0,100.3
254,Raigad,Highways,6,1,residential,54.92,4,45.8,1,308.2
215,Gautam Buddha Nagar,Energy,7,1,commercial,63.21,3,44.2,1,317.4
102,Valsad,Water,0,0,commercial,46.19,5,11.6,0,62.2
51,Valsad,Industrial,1,0,residential,32.36,4,24.2,0,95.3
189,Hooghly,Water,8,1,agricultural,62.85,7,54.8,1,356.1
54,Raigad,Aviation,2,0,residential,67.02,1,57.1,0,109.1
222,Hooghly,Railways,3,1,commercial,55.0,5,73.7,1,285.5
126,Dankuni,Highways,3,0,agricultural,72.31,11,77.3,1,147.5
214,Hooghly,Industrial,0,0,commercial,16.85,3,29.9,0,74.6
60,Ahmedabad,Aviation,1,0,commercial,41.08,2,81.3,0,98.2
198,Thane,Highways,6,1,residential,69.32,2,42.1,1,282.7
210,Sonnagar,Water,0,0,commercial,14.29,2,19.5,0,122.4
79,Ahmedabad,Railways,3,1,commercial,52.05,2,69.1,1,225.2
227,Raigad,Highways,3,0,agricultural,55.78,7,60.0,0,183.9
130,Hooghly,Water,2,1,commercial,46.45,6,24.0,1,235.9
32,Panna,Industrial,1,0,commercial,56.54,1,56.0,0,77.4
158,Sonnagar,Aviation,0,0,residential,71.25,1,24.8,0,82.1
291,Dankuni,Highways,0,0,residential,4.7,3,51.8,0,116.5
184,Hooghly,Industrial,4,0,residential,63.96,3,17.6,0,149.2
148,Navsari,Aviation,9,1,residential,46.46,1,63.0,1,335.5
57,Thane,Energy,3,1,commercial,68.19,3,25.4,1,218.4
72,Navsari,Highways,3,0,residential,59.25,4,36.4,0,158.8
285,Surat,Water,0,0,agricultural,7.21,3,57.4,0,83.7
240,Ahmedabad,Water,0,0,agricultural,46.43,14,34.1,0,134.0
252,Palghar,Highways,0,0,agricultural,59.82,13,87.8,0,189.6
89,Ahmedabad,Water,0,0,commercial,23.46,4,37.5,0,95.9
196,Thane,Highways,0,0,residential,73.48,3,33.2,0,127.0
251,Dankuni,Industrial,2,0,commercial,58.88,5,73.7,0,160.4
20,Raigad,Energy,2,0,residential,1.45,1,50.8,0,53.7
113,Sonnagar,Energy,3,1,commercial,5.02,5,63.1,1,185.8
76,Dankuni,Highways,4,1,residential,30.39,2,85.3,1,213.2
247,Hooghly,Aviation,0,0,agricultural,34.45,11,73.6,0,153.6
210,Palghar,Energy,4,0,agricultural,21.03,14,26.6,0,207.6
106,Surat,Industrial,0,0,commercial,43.48,4,22.3,0,56.7
32,Sonnagar,Energy,6,1,agricultural,62.29,1,85.4,1,269.1
151,Thane,Aviation,7,1,commercial,72.42,5,2.3,1,278.4
50,Hooghly,Water,0,0,commercial,76.36,4,13.3,0,74.8
220,Valsad,Aviation,3,1,commercial,29.55,3,9.5,1,261.0
298,Dankuni,Railways,8,1,agricultural,53.03,5,66.7,1,333.8
239,Valsad,Water,0,0,agricultural,15.85,12,94.7,1,155.9
270,Panna,Aviation,2,0,commercial,36.22,1,5.4,1,156.4
123,Thane,Water,1,0,agricultural,36.94,11,82.9,0,122.3
87,Surat,Highways,0,0,agricultural,72.62,10,6.3,0,106.7
172,Raigad,Aviation,0,0,agricultural,49.09,14,57.0,0,133.9
127,Hooghly,Industrial,5,1,residential,34.38,4,32.2,1,255.9
38,Raigad,Energy,0,0,agricultural,10.1,3,72.5,0,69.1
35,Raigad,Water,8,1,agricultural,62.32,1,83.8,1,274.2
160,Palghar,Aviation,2,0,residential,61.92,2,21.2,0,114.9
34,Ahmedabad,Railways,2,0,agricultural,49.16,2,60.3,0,78.9
113,Thane,Industrial,10,1,agricultural,78.15,10,35.7,1,332.1
121,Surat,Water,5,1,residential,9.46,2,65.7,1,237.0
37,Raigad,Railways,7,1,residential,23.16,4,25.4,1,231.2
41,Hooghly,Highways,0,0,agricultural,62.95,8,49.9,0,99.1
181,Hooghly,Industrial,2,0,residential,71.92,2,74.4,0,148.3
207,Sonnagar,Water,0,0,agricultural,47.01,1,84.8,1,136.7
206,Hooghly,Railways,5,1,commercial,50.75,3,20.8,1,302.1
71,Thane,Energy,1,0,agricultural,14.11,6,22.4,0,99.5
298,Dankuni,Industrial,0,0,agricultural,68.63,8,82.2,0,179.9
234,Hooghly,Energy,0,0,agricultural,26.52,10,22.7,1,115.0
37,Gautam Buddha Nagar,Highways,9,1,commercial,58.81,5,5.1,1,294.3
268,Sonnagar,Highways,10,1,commercial,60.37,6,70.1,1,369.2
61,Navsari,Railways,6,1,residential,13.36,4,81.8,1,242.6
222,Hooghly,Water,7,1,agricultural,50.33,12,60.9,1,336.3
31,Sonnagar,Energy,2,0,residential,56.0,2,75.3,0,115.2
201,Sonnagar,Highways,0,0,residential,29.56,1,36.0,0,116.1
119,Palghar,Industrial,7,1,residential,19.47,1,62.4,1,235.1
130,Sonnagar,Railways,3,0,residential,40.53,4,27.8,1,144.1
77,Hooghly,Industrial,1,0,residential,66.12,3,44.0,0,121.0
249,Sonnagar,Highways,8,1,agricultural,71.89,5,91.1,1,349.5
269,Palghar,Aviation,5,1,agricultural,41.89,11,4.1,1,336.2
230,Raigad,Water,1,0,commercial,23.68,1,4.0,1,83.1
225,Panna,Aviation,1,0,commercial,63.05,4,57.2,0,107.8
82,Hooghly,Water,0,0,commercial,63.25,2,47.0,0,77.2
160,Thane,Railways,0,0,commercial,73.97,6,51.8,0,130.8
93,Sonnagar,Aviation,3,1,residential,3.77,3,55.4,1,217.5
32,Surat,Industrial,4,0,residential,12.26,4,52.2,0,129.9
89,Thane,Water,3,0,commercial,12.91,6,52.8,0,122.2
90,Navsari,Water,2,0,commercial,73.82,3,66.1,0,84.1
74,Raigad,Aviation,0,0,residential,67.35,4,35.2,0,111.3
128,Surat,Industrial,2,0,residential,16.06,1,52.1,0,110.9
114,Palghar,Industrial,1,0,commercial,41.17,1,86.5,0,101.3
205,Ahmedabad,Energy,7,1,commercial,28.43,4,83.3,1,315.8
241,Hooghly,Aviation,2,0,commercial,77.64,4,69.8,0,182.9
121,Gautam Buddha Nagar,Highways,4,0,agricultural,42.26,6,8.1,1,150.7
154,Palghar,Highways,1,0,commercial,56.96,2,20.5,0,100.3
170,Hooghly,Highways,2,0,commercial,18.35,1,16.3,0,137.8
162,Dankuni,Water,1,0,agricultural,55.18,4,4.6,0,100.7
200,Palghar,Industrial,1,0,residential,69.53,4,92.6,0,121.0
147,Sonnagar,Industrial,2,1,agricultural,12.12,8,83.7,1,241.7
197,Navsari,Energy,6,1,commercial,42.6,1,49.8,1,270.4
293,Palghar,Industrial,0,0,agricultural,67.68,13,30.0,0,150.6
195,Palghar,Industrial,0,0,residential,41.69,3,74.4,0,127.2
94,Raigad,Highways,2,0,agricultural,63.71,9,59.0,0,121.3
73,Panna,Aviation,3,0,residential,9.77,2,87.9,0,106.2
282,Valsad,Railways,0,0,commercial,56.94,1,71.2,0,133.2
131,Sonnagar,Railways,0,0,residential,78.5,4,66.2,0,101.1
115,Hooghly,Water,10,1,agricultural,47.66,8,13.1,1,342.5
78,Dankuni,Highways,0,0,agricultural,72.14,3,64.4,0,90.7
193,Sonnagar,Energy,3,0,residential,62.57,2,49.0,1,169.1
113,Thane,Industrial,0,0,agricultural,60.44,1,92.5,0,93.2
202,Panna,Aviation,0,0,commercial,54.05,1,18.8,0,119.5
223,Surat,Industrial,7,1,agricultural,10.33,2,50.3,1,291.3
35,Navsari,Industrial,9,1,residential,9.7,3,44.5,1,243.8
223,Hooghly,Railways,3,0,residential,15.51,1,85.2,1,100.2
266,Valsad,Railways,0,0,agricultural,42.05,11,9.9,1,166.1
101,Gautam Buddha Nagar,Highways,5,1,residential,27.42,4,13.4,1,225.6
154,Navsari,Aviation,2,0,residential,75.49,3,46.3,0,128.1
90,Hooghly,Industrial,0,0,commercial,20.43,4,23.5,0,73.1
270,Sonnagar,Highways,4,0,agricultural,30.92,11,32.4,1,232.1
267,Palghar,Aviation,0,0,residential,53.14,4,48.9,0,123.4
31,Panna,Industrial,3,0,agricultural,9.97,8,31.3,0,128.7
170,Thane,Railways,0,0,residential,34.74,3,68.6,0,97.6
298,Dankuni,Water,1,0,residential,38.33,2,49.1,0,155.1
195,Ahmedabad,Industrial,0,0,residential,5.38,1,13.9,0,108.8
189,Gautam Buddha Nagar,Highways,0,0,residential,79.36,4,34.7,0,111.5
58,Dankuni,Energy,0,0,residential,24.74,3,17.8,0,63.7
278,Dankuni,Water,0,0,residential,55.83,1,93.7,0,137.8
66,Gautam Buddha Nagar,Highways,0,0,commercial,39.99,6,33.6,0,72.2
53,Ahmedabad,Railways,1,0,commercial,23.34,1,29.7,0,56.6
63,Gautam Buddha Nagar,Aviation,0,0,agricultural,45.53,9,46.2,0,126.5
168,Dankuni,Energy,1,0,residential,16.41,4,25.4,0,105.0
279,Panna,Railways,1,0,agricultural,17.43,14,71.0,0,179.4
45,Panna,Industrial,0,0,commercial,12.25,2,71.4,0,18.6
119,Ahmedabad,Energy,0,0,agricultural,23.32,3,25.8,0,68.7
29,Palghar,Railways,6,1,agricultural,37.4,9,94.2,1,284.1
84,Surat,Railways,6,1,commercial,52.86,2,61.9,1,268.7
175,Thane,Highways,3,0,agricultural,72.1,7,85.4,0,139.0
135,Ahmedabad,Aviation,10,1,agricultural,74.67,9,63.8,1,340.1
61,Panna,Energy,3,1,commercial,61.97,3,32.6,1,217.5
231,Sonnagar,Aviation,3,1,agricultural,14.42,5,42.9,1,281.0
72,Hooghly,Industrial,0,0,commercial,54.78,3,83.8,0,73.8
25,Sonnagar,Energy,3,0,commercial,3.27,6,63.6,1,93.5
297,Dankuni,Railways,1,0,commercial,56.2,6,13.4,1,136.4
145,Ahmedabad,Highways,3,0,commercial,60.66,3,21.6,1,120.5
223,Dankuni,Energy,0,0,residential,6.87,4,45.8,0,120.5
97,Sonnagar,Water,1,0,agricultural,28.47,10,69.8,0,110.9
109,Sonnagar,Highways,2,0,agricultural,11.32,7,20.6,0,138.4
279,Palghar,Railways,2,0,agricultural,52.11,3,80.8,0,131.7
83,Valsad,Water,7,1,commercial,64.06,2,9.8,1,290.7
25,Ahmedabad,Industrial,3,0,agricultural,51.94,11,23.3,0,151.2
40,Navsari,Aviation,0,0,agricultural,21.18,2,91.1,0,75.9
237,Thane,Aviation,3,0,residential,66.27,4,13.0,0,163.4
268,Navsari,Energy,0,0,residential,16.93,2,94.6,0,137.3
89,Ahmedabad,Railways,6,1,commercial,19.22,4,86.4,1,275.9
255,Hooghly,Highways,7,1,agricultural,77.96,7,65.9,1,315.9
52,Sonnagar,Industrial,2,1,commercial,4.64,2,45.8,0,205.3
38,Dankuni,Industrial,10,1,residential,49.76,3,92.9,1,291.5
106,Panna,Highways,10,1,residential,39.68,3,83.6,1,324.5
148,Panna,Water,2,1,agricultural,78.29,8,83.1,1,234.6
150,Ahmedabad,Energy,0,0,commercial,13.62,6,94.5,0,83.7
42,Dankuni,Aviation,2,1,commercial,18.77,1,45.7,1,202.8
241,Palghar,Water,2,0,agricultural,39.07,8,12.5,1,153.9
160,Valsad,Highways,4,1,agricultural,60.12,14,27.4,1,285.9
107,Gautam Buddha Nagar,Highways,0,0,residential,61.58,1,84.5,0,89.3
206,Dankuni,Highways,4,0,commercial,67.04,2,4.7,0,182.3
152,Hooghly,Water,0,0,residential,77.6,4,32.2,0,83.9
39,Gautam Buddha Nagar,Railways,0,0,agricultural,63.95,12,8.6,0,102.1
137,Ahmedabad,Energy,3,0,agricultural,7.59,14,21.4,0,173.1
76,Dankuni,Aviation,2,0,agricultural,59.0,5,86.0,0,109.8
117,Palghar,Energy,3,0,residential,38.38,4,10.4,0,141.7
233,Raigad,Water,10,1,residential,27.67,4,64.9,1,320.5
283,Hooghly,Industrial,9,1,residential,35.27,4,29.9,1,344.1
233,Navsari,Railways,0,0,residential,6.58,1,49.7,0,93.1
144,Hooghly,Aviation,1,0,residential,61.61,1,12.6,0,99.5
57,Raigad,Water,2,0,agricultural,25.46,12,44.3,0,104.4
123,Navsari,Energy,6,1,agricultural,69.79,2,42.3,1,279.7
259,Thane,Railways,0,0,residential,52.79,4,30.2,0,106.9
217,Sonnagar,Aviation,0,0,residential,11.24,2,12.4,1,100.5
89,Thane,Railways,0,0,commercial,50.27,5,19.8,0,108.9
74,Hooghly,Water,4,1,agricultural,59.23,8,91.6,1,264.5
165,Gautam Buddha Nagar,Railways,2,0,agricultural,4.55,1,11.5,0,90.9
298,Ahmedabad,Water,0,0,residential,32.27,4,23.6,0,132.7
47,Gautam Buddha Nagar,Energy,8,1,residential,71.19,1,48.0,1,273.5
97,Sonnagar,Water,0,0,agricultural,27.84,4,49.2,0,65.1
254,Gautam Buddha Nagar,Aviation,6,1,residential,57.98,4,91.3,1,289.4
97,Sonnagar,Energy,0,0,commercial,60.07,6,46.9,0,108.6
267,Hooghly,Highways,0,0,commercial,4.24,1,35.4,0,128.9
47,Raigad,Industrial,0,0,agricultural,18.52,9,22.8,0,97.1
151,Valsad,Highways,3,0,residential,69.96,1,67.7,0,135.6
67,Hooghly,Highways,0,0,agricultural,8.88,11,13.0,0,105.2
241,Sonnagar,Energy,1,0,residential,69.7,2,62.2,0,148.6
18,Surat,Water,9,1,commercial,27.63,5,17.9,1,309.4
140,Ahmedabad,Energy,10,1,residential,34.03,2,14.8,1,333.0
200,Hooghly,Industrial,0,0,residential,61.73,1,9.9,0,155.0
216,Raigad,Water,1,0,agricultural,51.5,10,7.4,0,133.7
229,Dankuni,Industrial,1,0,commercial,44.51,3,69.1,0,145.8
90,Navsari,Industrial,0,0,residential,16.81,4,66.9,0,52.9
58,Ahmedabad,Railways,7,1,commercial,31.5,6,70.8,1,311.9
276,Navsari,Railways,1,0,agricultural,60.69,3,4.2,1,134.5
231,Navsari,Railways,0,0,commercial,5.27,3,26.2,0,99.9
167,Dankuni,Highways,0,0,commercial,27.45,2,76.9,0,88.1
134,Dankuni,Aviation,0,0,residential,62.89,2,68.4,0,94.0
113,Valsad,Industrial,0,0,residential,8.29,4,79.0,0,78.7
243,Raigad,Water,10,1,agricultural,32.52,9,50.3,1,373.9
240,Hooghly,Aviation,3,0,commercial,58.67,4,78.6,1,179.9
277,Sonnagar,Water,0,0,agricultural,17.41,8,5.0,1,153.4
71,Palghar,Industrial,6,1,commercial,3.7,2,13.0,1,254.6
88,Navsari,Water,8,1,agricultural,4.37,5,84.7,1,309.8
295,Hooghly,Highways,3,0,agricultural,33.7,10,30.8,0,202.0
82,Ahmedabad,Water,1,0,residential,37.14,4,64.1,0,117.7
224,Palghar,Industrial,3,0,residential,27.45,1,91.1,1,126.8
27,Dankuni,Highways,2,0,agricultural,56.74,9,62.0,0,115.0
42,Gautam Buddha Nagar,Industrial,1,0,residential,60.17,1,13.2,0,78.6
140,Thane,Energy,2,0,agricultural,46.57,2,77.0,0,109.3
189,Thane,Water,0,0,agricultural,68.84,6,37.5,1,153.0
88,Panna,Railways,3,1,commercial,12.76,4,65.1,1,233.7
44,Raigad,Highways,0,0,residential,11.83,3,26.0,0,42.4
136,Thane,Railways,2,0,agricultural,31.11,2,27.0,0,134.2
223,Palghar,Water,3,0,agricultural,1.98,9,91.6,1,151.0
170,Panna,Aviation,0,0,agricultural,67.78,9,20.9,0,127.6
231,Raigad,Railways,1,0,residential,3.82,4,91.4,0,100.3
261,Raigad,Highways,6,1,agricultural,67.24,7,94.9,1,318.2
97,Panna,Energy,1,0,agricultural,24.4,7,67.0,0,78.2
273,Navsari,Water,0,0,agricultural,54.73,6,61.1,1,137.5
179,Navsari,Railways,1,0,residential,48.16,1,87.0,1,142.8
19,Gautam Buddha Nagar,Water,0,0,agricultural,71.67,12,47.5,0,110.0
290,Dankuni,Aviation,9,1,agricultural,53.94,6,92.4,1,380.2
19,Ahmedabad,Railways,7,1,residential,74.93,4,2.9,1,242.4
113,Dankuni,Aviation,6,1,commercial,64.77,2,23.8,1,273.8
122,Navsari,Water,8,1,residential,9.32,3,54.9,1,281.6
104,Dankuni,Aviation,4,1,residential,59.8,2,26.1,1,239.4
113,Panna,Aviation,0,0,commercial,77.6,6,51.6,0,133.4
41,Hooghly,Highways,0,0,commercial,67.63,4,27.5,0,63.0
129,Valsad,Industrial,8,1,agricultural,42.83,6,2.5,1,313.4
130,Gautam Buddha Nagar,Highways,0,0,residential,6.42,2,20.3,0,77.8
260,Dankuni,Highways,0,0,agricultural,63.88,6,80.2,0,161.9
281,Valsad,Highways,3,0,commercial,62.17,5,42.8,1,198.7
32,Palghar,Highways,3,0,agricultural,55.62,13,13.9,0,141.3
236,Navsari,Industrial,2,1,residential,44.96,3,81.0,1,265.9
20,Ahmedabad,Railways,1,0,residential,34.53,1,33.6,0,55.3
113,Hooghly,Industrial,2,1,commercial,47.82,1,57.1,1,182.1
